12 0 0
16 0 0
20 0 0
24 7 1
25 0 0
27 3 1
28 0 0
30 3 5
32 1 3
32 0 0
34 3 1
35 2 1
37 2 1
42 1 0
48 3 4
51 0 0
53 6 3
54 2 1
57 6 2
58 0 3
60 2 2
61 1 2
63 2 2
65 6 1
67 0 0
69 0 7
70 0 4
71 2 4
72 3 3
73 4 2
74 0 3
75 0 3
